timestamp,trackMode,telSeqId,personCount,personConfidence,faceXPx,faceYPx,faceRadiusPx,angle_err,estimatedDistance,estimatedXPos,estimatedYPos,estimatedZPos,Uyaw,Uz,Ux,Uy,pitch,roll,yaw,vx,vy,vz,tof,batt,temp
6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,92,52
6401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,92,52
6503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,92,52
6604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,92,53
6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,92,53
6807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
6908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
7010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
7111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
7214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
7315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
7416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
7517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
7619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
7721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
7822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
7923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
8025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
8126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
8227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
8328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
8429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
8530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
8632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
8733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
8835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
8936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
9036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
9138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
9239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
9341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
9442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
9543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,53
9645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
9746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
9848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
9950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
10151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
10252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
10353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
10455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
10555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
10657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
10759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
10859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
10960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
11061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
11162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
11263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
11364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
11464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
11565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
11667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
11768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,31,91,54
11869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,54
11970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,54
12071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,54
12172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,54
12273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,54
12374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,54
12476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,54
12577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,54
12678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,54
12779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,54
12879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,54
12980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,54
13081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,54
13182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,54
13282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,54
13383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,54
13484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,54
13585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,55
13686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,55
13787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,55
13887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,55
13988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,55
14089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,55
14190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,55
14290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,55
14391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0,30,91,55
14492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,0,0,0,30,91,55
14593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,-1,0,0,-2,31,91,55
14693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,-3,31,91,55
14794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,-5,30,91,55
14895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,-6,30,91,55
14995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,0,0,-7,30,91,55
15096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,0,0,-8,38,91,55
15197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,-8,47,91,55
15298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,-8,56,91,55
15398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,-7,63,91,55
15500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,0,0,-6,70,91,55
15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,-4,74,91,55
15701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,-1,0,-3,77,91,55
15802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,0,-2,80,91,55
15903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,0,0,-1,82,91,55
16004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1,0,0,0,83,91,55
16105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1,0,0,0,83,91,55
16206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,2,-1,0,0,83,91,55
16306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,83,91,55
16407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,84,91,55
16508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,0,0,84,91,55
16609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,0,0,0,84,91,56
16709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,84,91,56
16810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,-1,0,0,84,90,56
16911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,-1,0,0,85,90,56
17012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,-1,0,0,84,90,56
17113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,-1,0,0,84,90,56
17214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,-1,0,0,85,90,56
17315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,-1,0,0,84,90,56
17415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,-1,0,0,85,90,56
17516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,-1,0,0,84,90,56
17617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,-1,0,0,84,90,56
17718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,-1,0,0,84,90,56
17819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,-1,0,0,84,90,56
17919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,-1,0,0,84,90,56
18020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,-1,0,0,83,90,56
18121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,-1,0,0,84,90,56
18222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,-1,0,0,83,90,56
18323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,-1,0,0,84,90,56
18423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,-1,0,0,84,90,56
18524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,-1,0,0,84,90,56
18625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,83,90,56
